Transaction ID,Transaction Date,Store ID,Item ID,Quantity,Unit Price,Total Amount
CPT001_20200101_130459,2020-01-01,CPT001,66149,2,45.0,90.0
CPT001_20200101_130459,2020-01-01,CPT001,20903,3,32.99,98.97
CPT001_20200101_132014,2020-01-01,CPT001,65577,1,2000.0,2000.0
CPT001_20200101_132014,2020-01-01,CPT001,56143,5,60.0,300.0
CPT001_20200101_132014,2020-01-01,CPT001,26736,1,29.99,29.99
CPT001_20200101_132823,2020-01-01,CPT001,97240,4,50.0,200.0
CPT001_20200101_132823,2020-01-01,CPT001,79916,1,110.0,110.0
CPT001_20200101_132823,2020-01-01,CPT001,77791,1,40.0,40.0
CPT001_20200101_134227,2020-01-01,CPT001,80868,3,50.0,150.0
CPT001_20200101_134227,2020-01-01,CPT001,28913,2,24.99,49.98
CPT001_20200101_134227,2020-01-01,CPT001,79086,1,30.0,30.0
CPT001_20200101_134227,2020-01-01,CPT001,26083,6,130.0,780.0
CPT001_20200101_134227,2020-01-01,CPT001,53808,1,32.0,32.0
CPT001_20200101_134227,2020-01-01,CPT001,55141,1,50.0,50.0
CPT001_20200101_135115,2020-01-01,CPT001,68659,3,15.0,45.0
CPT001_20200101_135115,2020-01-01,CPT001,55740,2,39.99,79.98
CPT001_20200101_135115,2020-01-01,CPT001,99319,1,25.0,25.0
CPT001_20200101_135115,2020-01-01,CPT001,21616,1,18.0,18.0
CPT001_20200101_135115,2020-01-01,CPT001,37446,4,34.99,139.96
CPT001_20200101_135115,2020-01-01,CPT001,17524,2,89.99,179.98
CPT001_20200101_142055,2020-01-01,CPT001,75146,5,150.0,750.0
CPT001_20200101_142055,2020-01-01,CPT001,97306,3,25.0,75.0
CPT001_20200101_142055,2020-01-01,CPT001,68416,2,49.99,99.98
CPT003_20200101_080000,2020-01-01,CPT003,21616,2,18.0,36.0
CPT003_20200101_080000,2020-01-01,CPT003,79330,6,34.0,204.0
CPT003_20200101_080000,2020-01-01,CPT003,23641,6,30.0,180.0
CPT003_20200101_080000,2020-01-01,CPT003,47521,4,34.99,139.96
CPT003_20200101_080000,2020-01-01,CPT003,85936,1,120.0,120.0
CPT003_20200101_080000,2020-01-01,CPT003,13332,2,14.0,28.0
CPT003_20200101_080000,2020-01-01,CPT003,51158,1,34.99,34.99
CPT003_20200101_080000,2020-01-01,CPT003,22163,5,95.0,475.0
CPT003_20200101_080000,2020-01-01,CPT003,41221,2,20.0,40.0
CPT003_20200101_080000,2020-01-01,CPT003,52597,1,16.99,16.99
CPT003_20200101_081633,2020-01-01,CPT003,76314,1,19.99,19.99
CPT003_20200101_081633,2020-01-01,CPT003,93434,6,54.99,329.94
CPT003_20200101_081633,2020-01-01,CPT003,76570,3,64.99,194.96999999999997
CPT003_20200101_081633,2020-01-01,CPT003,81010,1,14.99,14.99
CPT003_20200101_081633,2020-01-01,CPT003,28107,1,12.0,12.0
CPT003_20200101_081633,2020-01-01,CPT003,53808,2,32.0,64.0
CPT003_20200101_081633,2020-01-01,CPT003,56558,1,34.99,34.99
CPT003_20200101_081633,2020-01-01,CPT003,73424,3,39.99,119.97
CPT003_20200101_081633,2020-01-01,CPT003,35939,2,37.0,74.0
CPT003_20200101_084420,2020-01-01,CPT003,73788,6,32.0,192.0
CPT003_20200101_084420,2020-01-01,CPT003,92548,2,9.0,18.0
CPT003_20200101_084420,2020-01-01,CPT003,33095,2,50.0,100.0
CPT003_20200101_090548,2020-01-01,CPT003,97306,3,25.0,75.0
CPT003_20200101_092232,2020-01-01,CPT003,49530,1,35.0,35.0
CPT003_20200101_092232,2020-01-01,CPT003,79330,3,34.0,102.0
CPT003_20200101_092232,2020-01-01,CPT003,57950,2,57.99,115.98
CPT003_20200101_092232,2020-01-01,CPT003,68899,4,50.0,200.0
CPT003_20200101_092232,2020-01-01,CPT003,12036,4,10.0,40.0
CPT003_20200101_092232,2020-01-01,CPT003,77791,1,40.0,40.0
CPT003_20200101_092232,2020-01-01,CPT003,66151,2,13.99,27.98
CPT003_20200101_092232,2020-01-01,CPT003,56474,3,13.99,41.97
CPT003_20200101_092232,2020-01-01,CPT003,63157,2,45.0,90.0
CPT003_20200101_092232,2020-01-01,CPT003,75146,1,150.0,150.0
CPT003_20200101_094720,2020-01-01,CPT003,75648,1,100.0,100.0
CPT003_20200101_094720,2020-01-01,CPT003,72273,1,40.0,40.0
CPT003_20200101_094720,2020-01-01,CPT003,85522,2,22.0,44.0
CPT003_20200101_095014,2020-01-01,CPT003,66183,2,84.99,169.98
CPT003_20200101_095014,2020-01-01,CPT003,24306,4,95.0,380.0
CPT003_20200101_095014,2020-01-01,CPT003,87681,1,38.0,38.0
CPT003_20200101_095014,2020-01-01,CPT003,24616,2,140.0,280.0
CPT003_20200101_095014,2020-01-01,CPT003,55740,5,39.99,199.95000000000002
CPT003_20200101_095014,2020-01-01,CPT003,84706,2,39.99,79.98
CPT003_20200101_095014,2020-01-01,CPT003,56844,4,14.99,59.96
CPT003_20200101_095131,2020-01-01,CPT003,18832,2,49.99,99.98
CPT003_20200101_095131,2020-01-01,CPT003,93434,2,54.99,109.98
CPT003_20200101_095131,2020-01-01,CPT003,30358,6,39.99,239.94
CPT003_20200101_095131,2020-01-01,CPT003,46507,1,40.0,40.0
CPT003_20200101_095131,2020-01-01,CPT003,56143,1,60.0,60.0
CPT003_20200101_095131,2020-01-01,CPT003,47272,1,1200.0,1200.0
CPT003_20200101_100917,2020-01-01,CPT003,51154,3,30.0,90.0
CPT003_20200101_100917,2020-01-01,CPT003,99319,1,25.0,25.0
CPT003_20200101_100917,2020-01-01,CPT003,23641,1,30.0,30.0
CPT003_20200101_100917,2020-01-01,CPT003,56558,1,34.99,34.99
CPT003_20200101_100917,2020-01-01,CPT003,66183,3,84.99,254.96999999999997
CPT003_20200101_100917,2020-01-01,CPT003,94592,1,22.99,22.99
CPT003_20200101_100917,2020-01-01,CPT003,87681,1,38.0,38.0
CPT003_20200101_100917,2020-01-01,CPT003,40346,2,70.0,140.0
CPT003_20200101_100917,2020-01-01,CPT003,20903,3,32.99,98.97
CPT003_20200101_100917,2020-01-01,CPT003,75146,1,150.0,150.0
CPT003_20200101_100917,2020-01-01,CPT003,73424,1,39.99,39.99
CPT003_20200101_103046,2020-01-01,CPT003,65974,3,30.0,90.0
CPT003_20200101_103046,2020-01-01,CPT003,70477,3,9.99,29.97
CPT003_20200101_103046,2020-01-01,CPT003,72273,1,40.0,40.0
CPT003_20200101_103046,2020-01-01,CPT003,11992,1,1500.0,1500.0
CPT003_20200101_103046,2020-01-01,CPT003,82968,2,12.0,24.0
CPT003_20200101_103046,2020-01-01,CPT003,72273,3,40.0,120.0
CPT003_20200101_103046,2020-01-01,CPT003,13776,2,90.0,180.0
CPT003_20200101_103259,2020-01-01,CPT003,83618,3,100.0,300.0
CPT003_20200101_104928,2020-01-01,CPT003,91247,2,14.99,29.98
CPT003_20200101_104928,2020-01-01,CPT003,80427,2,35.0,70.0
CPT003_20200101_104928,2020-01-01,CPT003,56143,1,60.0,60.0
CPT003_20200101_104928,2020-01-01,CPT003,76892,2,14.0,28.0
CPT003_20200101_104928,2020-01-01,CPT003,36821,2,80.0,160.0
CPT003_20200101_104928,2020-01-01,CPT003,79934,1,55.0,55.0
CPT003_20200101_104928,2020-01-01,CPT003,33327,1,12.0,12.0
CPT003_20200101_104928,2020-01-01,CPT003,49530,4,35.0,140.0
CPT003_20200101_110725,2020-01-01,CPT003,13332,1,14.0,14.0
CPT003_20200101_110725,2020-01-01,CPT003,52597,3,16.99,50.97
CPT003_20200101_110725,2020-01-01,CPT003,57329,4,24.99,99.96
CPT003_20200101_110725,2020-01-01,CPT003,26083,4,130.0,520.0
CPT003_20200101_110725,2020-01-01,CPT003,77791,2,40.0,80.0
CPT003_20200101_110725,2020-01-01,CPT003,96625,2,54.99,109.98
CPT003_20200101_110725,2020-01-01,CPT003,80868,1,50.0,50.0
CPT003_20200101_110725,2020-01-01,CPT003,37446,3,34.99,104.97
CPT003_20200101_110725,2020-01-01,CPT003,87681,3,38.0,114.0
CPT003_20200101_113404,2020-01-01,CPT003,57102,5,19.99,99.94999999999999
CPT003_20200101_113404,2020-01-01,CPT003,84706,1,39.99,39.99
CPT003_20200101_113404,2020-01-01,CPT003,87681,2,38.0,76.0
CPT003_20200101_113404,2020-01-01,CPT003,62462,2,14.99,29.98
CPT003_20200101_113849,2020-01-01,CPT003,18382,2,39.99,79.98
CPT003_20200101_113849,2020-01-01,CPT003,85522,1,22.0,22.0
CPT003_20200101_113849,2020-01-01,CPT003,56143,2,60.0,120.0
CPT003_20200101_113849,2020-01-01,CPT003,37446,2,34.99,69.98
CPT003_20200101_113849,2020-01-01,CPT003,41221,1,20.0,20.0
CPT003_20200101_113849,2020-01-01,CPT003,21616,5,18.0,90.0
CPT003_20200101_113849,2020-01-01,CPT003,85522,2,22.0,44.0
CPT003_20200101_113849,2020-01-01,CPT003,35939,1,37.0,37.0
CPT003_20200101_113849,2020-01-01,CPT003,28913,3,24.99,74.97
CPT003_20200101_113849,2020-01-01,CPT003,17524,3,89.99,269.96999999999997
CPT003_20200101_114003,2020-01-01,CPT003,38518,2,16.99,33.98
CPT003_20200101_114003,2020-01-01,CPT003,52971,3,115.0,345.0
CPT003_20200101_114003,2020-01-01,CPT003,61637,2,22.0,44.0
CPT003_20200101_114003,2020-01-01,CPT003,13355,1,34.99,34.99
CPT003_20200101_114003,2020-01-01,CPT003,85089,1,105.0,105.0
CPT003_20200101_120503,2020-01-01,CPT003,67061,1,10.0,10.0
CPT003_20200101_120503,2020-01-01,CPT003,99028,6,25.0,150.0
CPT003_20200101_120503,2020-01-01,CPT003,17524,2,89.99,179.98
CPT003_20200101_120503,2020-01-01,CPT003,12036,1,10.0,10.0
CPT003_20200101_120503,2020-01-01,CPT003,31149,1,14.99,14.99
CPT003_20200101_120503,2020-01-01,CPT003,27662,4,8.0,32.0
CPT003_20200101_120503,2020-01-01,CPT003,40915,1,700.0,700.0
CPT003_20200101_120503,2020-01-01,CPT003,16177,4,14.99,59.96
CPT003_20200101_120813,2020-01-01,CPT003,10634,3,35.0,105.0
CPT003_20200101_120813,2020-01-01,CPT003,56457,2,18.99,37.98
CPT003_20200101_120813,2020-01-01,CPT003,31149,2,14.99,29.98
CPT003_20200101_120813,2020-01-01,CPT003,67061,1,10.0,10.0
CPT003_20200101_120813,2020-01-01,CPT003,83270,1,2000.0,2000.0
CPT003_20200101_120813,2020-01-01,CPT003,72273,5,40.0,200.0
CPT003_20200101_120813,2020-01-01,CPT003,11921,1,49.99,49.99
CPT003_20200101_120813,2020-01-01,CPT003,21616,2,18.0,36.0
CPT003_20200101_120813,2020-01-01,CPT003,53229,1,25.0,25.0
CPT003_20200101_120813,2020-01-01,CPT003,11307,3,25.0,75.0
CPT003_20200101_122434,2020-01-01,CPT003,26083,2,130.0,260.0
CPT003_20200101_122434,2020-01-01,CPT003,47272,1,1200.0,1200.0
CPT003_20200101_122434,2020-01-01,CPT003,62462,4,14.99,59.96
CPT003_20200101_122434,2020-01-01,CPT003,67763,2,9.99,19.98
CPT003_20200101_122434,2020-01-01,CPT003,23641,2,30.0,60.0
CPT003_20200101_122610,2020-01-01,CPT003,85089,1,95.0,95.0
CPT003_20200101_125344,2020-01-01,CPT003,65577,1,2000.0,2000.0
CPT003_20200101_125344,2020-01-01,CPT003,97306,1,25.0,25.0
CPT003_20200101_125344,2020-01-01,CPT003,68899,2,50.0,100.0
CPT003_20200101_132329,2020-01-01,CPT003,51158,2,34.99,69.98
CPT003_20200101_132329,2020-01-01,CPT003,20280,1,79.99,79.99
CPT003_20200101_132329,2020-01-01,CPT003,85522,3,22.0,66.0
CPT003_20200101_132329,2020-01-01,CPT003,39975,2,220.0,440.0
CPT003_20200101_132329,2020-01-01,CPT003,77389,3,50.0,150.0
CPT003_20200101_132329,2020-01-01,CPT003,26083,3,130.0,390.0
CPT003_20200101_132329,2020-01-01,CPT003,27662,3,8.0,24.0
CPT003_20200101_132329,2020-01-01,CPT003,80503,6,80.0,480.0
CPT003_20200101_133330,2020-01-01,CPT003,66149,1,45.0,45.0
CPT003_20200101_133330,2020-01-01,CPT003,11921,4,49.99,199.96
CPT003_20200101_133330,2020-01-01,CPT003,35939,1,37.0,37.0
CPT003_20200101_133330,2020-01-01,CPT003,25796,2,100.0,200.0
CPT003_20200101_133330,2020-01-01,CPT003,17524,1,89.99,89.99
CPT003_20200101_133330,2020-01-01,CPT003,81010,1,14.99,14.99
CPT003_20200101_133330,2020-01-01,CPT003,38518,1,16.99,16.99
STB001_20200101_080000,2020-01-01,STB001,77389,3,50.0,150.0
STB001_20200101_080000,2020-01-01,STB001,65397,2,45.0,90.0
STB001_20200101_080000,2020-01-01,STB001,87681,1,38.0,38.0
STB001_20200101_080000,2020-01-01,STB001,79330,1,34.0,34.0
STB001_20200101_080000,2020-01-01,STB001,83270,1,2000.0,2000.0
STB001_20200101_080000,2020-01-01,STB001,74285,5,45.0,225.0
STB001_20200101_080000,2020-01-01,STB001,80503,1,85.0,85.0
STB001_20200101_081008,2020-01-01,STB001,25227,3,36.99,110.97
STB001_20200101_081008,2020-01-01,STB001,40911,2,15.0,30.0
STB001_20200101_083007,2020-01-01,STB001,53808,4,32.0,128.0
STB001_20200101_083007,2020-01-01,STB001,71584,2,55.0,110.0
STB001_20200101_083007,2020-01-01,STB001,56844,3,16.99,50.97
STB001_20200101_083007,2020-01-01,STB001,92004,3,18.0,54.0
STB001_20200101_083007,2020-01-01,STB001,36079,1,29.99,29.99
STB001_20200101_083007,2020-01-01,STB001,35939,1,37.0,37.0
STB001_20200101_090033,2020-01-01,STB001,64571,4,19.99,79.96
STB001_20200101_090033,2020-01-01,STB001,99028,3,30.0,90.0
STB001_20200101_093023,2020-01-01,STB001,70477,2,9.99,19.98
STB001_20200101_093023,2020-01-01,STB001,92536,2,27.99,55.98
STB001_20200101_093023,2020-01-01,STB001,20263,1,110.0,110.0
STB001_20200101_093023,2020-01-01,STB001,91247,2,14.99,29.98
STB001_20200101_093023,2020-01-01,STB001,65605,4,18.0,72.0
STB001_20200101_093023,2020-01-01,STB001,35939,3,37.0,111.0
STB001_20200101_093023,2020-01-01,STB001,74285,1,45.0,45.0
STB001_20200101_093023,2020-01-01,STB001,97306,1,25.0,25.0
STB001_20200101_095735,2020-01-01,STB001,28107,1,12.0,12.0
STB001_20200101_095735,2020-01-01,STB001,92004,1,18.0,18.0
STB001_20200101_095735,2020-01-01,STB001,25100,4,65.0,260.0
STB001_20200101_095735,2020-01-01,STB001,66183,3,84.99,254.96999999999997
STB001_20200101_095735,2020-01-01,STB001,53808,2,32.0,64.0
STB001_20200101_095735,2020-01-01,STB001,56143,1,60.0,60.0
STB001_20200101_095735,2020-01-01,STB001,66149,1,45.0,45.0
STB001_20200101_095735,2020-01-01,STB001,43390,2,85.0,170.0
STB001_20200101_100139,2020-01-01,STB001,17440,2,40.0,80.0
STB001_20200101_100139,2020-01-01,STB001,68416,4,49.99,199.96
STB001_20200101_100139,2020-01-01,STB001,79330,4,34.0,136.0
STB001_20200101_100139,2020-01-01,STB001,41221,2,20.0,40.0
STB001_20200101_100139,2020-01-01,STB001,99028,3,25.0,75.0
STB001_20200101_100139,2020-01-01,STB001,20787,5,90.0,450.0
STB001_20200101_100139,2020-01-01,STB001,36079,4,29.99,119.96
STB001_20200101_100139,2020-01-01,STB001,92548,4,9.0,36.0
STB001_20200101_101420,2020-01-01,STB001,23641,1,30.0,30.0
STB001_20200101_101420,2020-01-01,STB001,10849,5,15.0,75.0
STB001_20200101_101420,2020-01-01,STB001,70477,4,9.99,39.96
STB001_20200101_101420,2020-01-01,STB001,79427,2,200.0,400.0
STB001_20200101_101420,2020-01-01,STB001,49530,1,35.0,35.0
STB001_20200101_101420,2020-01-01,STB001,75146,2,150.0,300.0
STB001_20200101_101420,2020-01-01,STB001,13332,1,14.0,14.0
STB001_20200101_101420,2020-01-01,STB001,20263,3,110.0,330.0
STB001_20200101_101620,2020-01-01,STB001,66151,3,13.99,41.97
STB001_20200101_101620,2020-01-01,STB001,82968,4,12.0,48.0
STB001_20200101_101620,2020-01-01,STB001,92548,6,9.0,54.0
STB001_20200101_101620,2020-01-01,STB001,26083,2,130.0,260.0
STB001_20200101_103956,2020-01-01,STB001,97322,2,35.0,70.0
STB001_20200101_103956,2020-01-01,STB001,79427,2,200.0,400.0
STB001_20200101_103956,2020-01-01,STB001,38130,3,10.0,30.0
STB001_20200101_103956,2020-01-01,STB001,33327,4,12.0,48.0
STB001_20200101_103956,2020-01-01,STB001,55141,1,50.0,50.0
STB001_20200101_103956,2020-01-01,STB001,72273,2,40.0,80.0
STB001_20200101_103956,2020-01-01,STB001,27662,2,8.0,16.0
STB001_20200101_103956,2020-01-01,STB001,21130,1,27.99,27.99
STB001_20200101_110324,2020-01-01,STB001,79916,2,110.0,220.0
STB001_20200101_110324,2020-01-01,STB001,79330,1,34.0,34.0
STB001_20200101_110324,2020-01-01,STB001,10849,1,15.0,15.0
STB001_20200101_110324,2020-01-01,STB001,41221,2,20.0,40.0
STB001_20200101_110324,2020-01-01,STB001,72273,2,40.0,80.0
STB001_20200101_110324,2020-01-01,STB001,56474,3,13.99,41.97
STB001_20200101_112522,2020-01-01,STB001,66149,1,45.0,45.0
STB001_20200101_112522,2020-01-01,STB001,22163,3,95.0,285.0
STB001_20200101_112522,2020-01-01,STB001,91988,2,64.99,129.98
STB001_20200101_112522,2020-01-01,STB001,75648,3,100.0,300.0
STB001_20200101_114901,2020-01-01,STB001,61508,2,110.0,220.0
STB001_20200101_114901,2020-01-01,STB001,21130,1,22.99,22.99
STB001_20200101_114901,2020-01-01,STB001,31251,2,34.99,69.98
STB001_20200101_114901,2020-01-01,STB001,67675,1,19.99,19.99
STB001_20200101_115337,2020-01-01,STB001,13776,6,100.0,600.0
STB001_20200101_115720,2020-01-01,STB001,40566,6,34.99,209.94
STB001_20200101_115720,2020-01-01,STB001,67763,6,9.99,59.94
STB001_20200101_115720,2020-01-01,STB001,20263,1,110.0,110.0
STB001_20200101_115720,2020-01-01,STB001,50119,3,55.0,165.0
STB001_20200101_115720,2020-01-01,STB001,37446,3,34.99,104.97
STB001_20200101_121441,2020-01-01,STB001,23641,2,30.0,60.0
STB001_20200101_121441,2020-01-01,STB001,97306,2,25.0,50.0
STB001_20200101_124110,2020-01-01,STB001,80503,1,80.0,80.0
STB001_20200101_124110,2020-01-01,STB001,91988,3,64.99,194.96999999999997
STB001_20200101_124110,2020-01-01,STB001,73424,6,39.99,239.94
STB001_20200101_124110,2020-01-01,STB001,55740,1,39.99,39.99
STB001_20200101_125445,2020-01-01,STB001,83849,4,24.99,99.96
STB001_20200101_131726,2020-01-01,STB001,68659,1,15.0,15.0
STB001_20200101_131726,2020-01-01,STB001,17440,1,40.0,40.0
STB001_20200101_131726,2020-01-01,STB001,52597,6,16.99,101.94
STB001_20200101_132355,2020-01-01,STB001,49904,1,59.99,59.99
STB001_20200101_132355,2020-01-01,STB001,49329,1,24.99,24.99
STB001_20200101_132355,2020-01-01,STB001,80907,5,18.99,94.94999999999999
STB001_20200101_132355,2020-01-01,STB001,73788,1,32.0,32.0
STB001_20200101_132355,2020-01-01,STB001,54378,1,18.99,18.99
STB001_20200101_132355,2020-01-01,STB001,77791,1,40.0,40.0
STB001_20200101_133424,2020-01-01,STB001,53758,1,29.99,29.99
STB001_20200101_133424,2020-01-01,STB001,52971,1,110.0,110.0
STB001_20200101_133424,2020-01-01,STB001,80868,3,50.0,150.0
STB001_20200101_134419,2020-01-01,STB001,84706,5,39.99,199.95000000000002
STB001_20200101_134419,2020-01-01,STB001,27055,3,180.0,540.0
STB001_20200101_134419,2020-01-01,STB001,56457,1,18.99,18.99
STB001_20200101_134419,2020-01-01,STB001,56844,4,14.99,59.96
STB001_20200101_134419,2020-01-01,STB001,95935,3,74.99,224.96999999999997
STB001_20200101_141159,2020-01-01,STB001,41184,4,60.0,240.0
STB001_20200101_143203,2020-01-01,STB001,85089,1,100.0,100.0
STB001_20200101_145909,2020-01-01,STB001,72273,2,40.0,80.0
STB001_20200101_145909,2020-01-01,STB001,79086,1,30.0,30.0
STB001_20200101_145909,2020-01-01,STB001,97322,4,35.0,140.0
STB001_20200101_145909,2020-01-01,STB001,79330,1,34.0,34.0
STB001_20200101_145909,2020-01-01,STB001,79427,1,200.0,200.0
STB001_20200101_145909,2020-01-01,STB001,59644,2,34.99,69.98
STB001_20200101_145909,2020-01-01,STB001,99028,2,30.0,60.0
STB001_20200101_145909,2020-01-01,STB001,42984,1,800.0,800.0
STB001_20200101_151255,2020-01-01,STB001,65974,3,30.0,90.0
STB001_20200101_151255,2020-01-01,STB001,51154,6,30.0,180.0
STB001_20200101_151255,2020-01-01,STB001,35939,6,37.0,222.0
STB001_20200101_151255,2020-01-01,STB001,55141,2,50.0,100.0
STB001_20200101_151255,2020-01-01,STB001,72273,1,40.0,40.0
STB001_20200101_151255,2020-01-01,STB001,55141,3,50.0,150.0
STB001_20200101_152915,2020-01-01,STB001,87794,2,44.99,89.98
STB001_20200101_152915,2020-01-01,STB001,40394,2,70.0,140.0
STB001_20200101_153146,2020-01-01,STB001,75146,1,150.0,150.0
STB001_20200101_153146,2020-01-01,STB001,67061,1,10.0,10.0
STB001_20200101_154743,2020-01-01,STB001,22163,6,95.0,570.0
STB001_20200101_154743,2020-01-01,STB001,69874,1,29.99,29.99
STB001_20200101_161120,2020-01-01,STB001,47816,1,400.0,400.0
STB001_20200101_163454,2020-01-01,STB001,17524,1,89.99,89.99
STB001_20200101_163454,2020-01-01,STB001,68899,2,50.0,100.0
STB001_20200101_165032,2020-01-01,STB001,65397,1,45.0,45.0
STB001_20200101_165032,2020-01-01,STB001,75771,5,45.0,225.0
JHB001_20200101_080000,2020-01-01,JHB001,25796,1,100.0,100.0
JHB001_20200101_080000,2020-01-01,JHB001,68899,2,50.0,100.0
JHB001_20200101_081347,2020-01-01,JHB001,72273,6,40.0,240.0
JHB001_20200101_081347,2020-01-01,JHB001,79427,1,200.0,200.0
JHB001_20200101_081347,2020-01-01,JHB001,16177,6,14.99,89.94
JHB001_20200101_081347,2020-01-01,JHB001,49530,1,35.0,35.0
JHB001_20200101_081347,2020-01-01,JHB001,94592,1,22.99,22.99
JHB001_20200101_084420,2020-01-01,JHB001,43390,3,85.0,255.0
JHB001_20200101_084420,2020-01-01,JHB001,67061,2,10.0,20.0
JHB001_20200101_085103,2020-01-01,JHB001,26083,3,130.0,390.0
JHB001_20200101_085103,2020-01-01,JHB001,74423,6,39.99,239.94
